Brand,Coe_left,Mileage,Road Tax,COE,Engine Cap,Curb Weight,Manufactured,OMV,Power,No. of Owners,Price,Type_Hatchback,Type_Luxury Sedan,Type_MPV,Type_Mid-Sized Sedan,Type_SUV,Type_Sports Car,Type_Stationwagon,Transmission_Auto,Transmission_Manual
Honda,8.27,7500,742,31783,1597,1237,2019,20072,92,1,94000,0,0,0,1,0,0,0,1,0
Suzuki,0.94,320000,952,25333,1490,1060,2007,10917,74,4,8000,1,0,0,0,0,0,0,1,0
Toyota,7.5,31990,1210,32552,1998,1695,2018,33306,170,1,120800,0,0,0,0,1,0,0,1,0
Opel,5.94,90000,392,51106,999,1188,2017,19715,77,2,55000,1,0,0,0,0,0,0,1,0
Volkswagen,0.12,110000,620,40123,1390,1536,2011,21400,103,4,17800,0,0,1,0,0,0,0,1,0
MINI,8.63,33468,684,35010,1498,1490,2017,32498,75,1,135800,0,0,0,0,1,0,0,1,0
Kia,2.97,160000,886,13943,1591,1251,2009,14611,92,4,23800,0,0,0,1,0,0,0,1,0
Citroen,7.04,22953,508,38830,1199,1203,2018,18852,81,1,75500,0,0,0,0,1,0,0,1,0
Audi,4.37,78552,624,56001,1395,1310,2015,27621,92,1,63800,0,1,0,0,0,0,0,1,0
Mercedes-Benz,5.37,106500,2382,57002,2996,1940,2016,89948,200,1,203888,0,1,0,0,0,0,0,1,0
BMW,6.08,42500,1210,49802,1998,1715,2017,45296,135,1,163800,0,0,0,0,0,1,0,1,0
Lexus,1.8,120000,4340,22499,3456,1915,2007,45986,203,3,24800,0,0,0,0,1,0,0,1,0
Honda,7.65,138291,1271,31335,1799,1219,2008,27503,103,4,54998,0,0,0,1,0,0,0,1,0
Mitsubishi,2.02,221279,889,19107,1499,1313,2008,16230,80,4,17500,0,0,0,1,0,0,0,1,0
Mitsubishi,8.18,139655,799,29328,1468,1160,2009,22425,113,5,51800,0,0,0,0,0,1,0,1,0
Mercedes-Benz,7.97,20000,740,36704,1595,1480,2018,28735,90,1,131800,0,1,0,0,0,0,0,1,0
Toyota,6.48,34000,1196,49996,1986,1610,2016,33944,111,1,101988,0,0,0,0,1,0,0,1,0
Kia,7.76,31000,392,25920,998,1185,2018,17310,88,1,73888,0,0,0,0,1,0,0,1,0
Volvo,5.52,32000,1176,46229,1969,2053,2016,57802,187,1,152888,0,0,0,0,1,0,0,1,0
Mercedes-Benz,6.5,56000,1202,48109,1991,1785,2017,51323,155,1,172888,0,0,0,0,1,0,0,1,0
Hyundai,7.05,15238,600,38501,1353,1240,2018,17883,103,1,76800,1,0,0,0,0,0,0,1,0
Volkswagen,7.98,47000,624,41000,1395,1288,2019,23831,110,1,106800,0,0,1,0,0,0,0,1,0
Audi,6.43,38170,392,41761,999,1275,2017,24162,85,1,83999,1,0,0,0,0,0,0,1,0
Ferrari,6.17,27000,3796,55414,3902,1565,2017,281467,493,2,830000,0,0,0,0,0,1,0,1,0
Honda,3.13,10000,742,61990,1598,1225,2013,20029,92,1,46800,0,0,0,1,0,0,0,1,0
Mazda,6.71,87167,682,42900,1496,1310,2017,14299,88,2,67588,0,0,0,1,0,0,0,1,0
Mitsubishi,6.49,48000,1210,57414,1998,1365,2017,16787,110,1,70999,0,0,0,0,1,0,0,1,0
BMW,9.31,17000,1210,40790,1998,1460,2019,46340,135,1,189000,0,1,0,0,0,0,0,1,0
Subaru,4.72,74256,1210,38610,1998,1682,2016,18626,177,2,68888,0,0,0,0,1,0,0,1,0
Volkswagen,6.28,71000,508,44002,1197,1229,2016,18219,81,2,63800,1,0,0,0,0,0,0,1,0
Honda,7.94,27345,1630,48010,2356,1858,2019,31027,129,1,137300,0,0,1,0,0,0,0,1,0
Honda,8.5,13500,578,32000,1317,1030,2019,15940,73,1,72800,1,0,0,0,0,0,0,1,0
Toyota,6.97,157287,2129,38712,2362,1540,2008,28436,123,5,41800,0,1,0,0,0,0,0,1,0
Mercedes-Benz,4.79,53000,1202,47604,1991,1655,2015,52041,135,1,115800,0,1,0,0,0,0,0,1,0
Honda,8.05,28000,682,26999,1496,1190,2019,22487,96,1,84800,0,0,0,0,1,0,0,1,0
Mercedes-Benz,5.16,58000,1202,51010,1991,1680,2015,53339,155,1,131800,0,1,0,0,0,0,0,1,0
Hyundai,7.81,85888,738,26309,1591,1345,2019,14588,93,1,74800,0,0,0,1,0,0,0,1,0
Nissan,5.87,59873,508,52000,1197,1285,2017,18583,85,1,63888,0,0,0,0,1,0,0,1,0
Nissan,8.6,84000,4363,39463,3799,1745,2009,108540,357,4,240000,0,0,0,0,0,1,0,1,0
Nissan,7.17,10000,4727,34991,3799,1750,2008,86977,353,4,240000,0,0,0,0,0,1,0,1,0
BMW,8.06,15000,1210,39400,1998,1540,2019,43149,135,1,163800,0,1,0,0,0,0,0,1,0
Volkswagen,1.92,123950,620,64209,1390,1550,2013,28658,110,3,43800,0,0,0,0,1,0,0,1,0
Ford,6.04,40000,1520,53001,2261,1692,2016,44279,233,2,179800,0,0,0,0,0,1,0,1,0
Volkswagen,9.51,2000,624,41503,1395,1478,2020,32531,110,1,147800,0,0,1,0,0,0,0,1,0
Chevrolet,5.77,95000,604,53300,1362,1650,2017,15919,103,1,63800,0,0,1,0,0,0,0,1,0
Mitsubishi,2.56,147714,889,13786,1499,1313,2008,18835,80,4,21800,0,0,0,1,0,0,0,1,0
Mercedes-Benz,3.47,79000,2382,72990,2996,1935,2014,100551,245,1,175800,0,1,0,0,0,0,0,1,0
Mercedes-Benz,9.99,156000,742,44138,1597,1500,2011,31019,115,1,78800,0,1,0,0,0,0,0,1,0
Mercedes-Benz,3.94,52000,1202,77600,1991,1465,2015,32719,155,3,86888,1,0,0,0,0,0,0,1,0
Toyota,4.87,67213,742,47300,1598,1205,2016,17982,90,1,58800,0,0,0,1,0,0,0,1,0
Honda,2.73,99000,889,12864,1497,1110,2008,18460,88,4,22888,0,0,0,1,0,0,0,0,1
BMW,6.54,36000,2384,57390,2998,1470,2017,38488,250,2,166800,1,0,0,0,0,0,0,1,0
Kia,8.48,12000,738,27000,1591,1287,2019,12089,93,1,77800,0,0,0,1,0,0,0,1,0
Toyota,7.82,158000,1169,33018,1797,1340,2009,21215,106,4,55300,0,0,1,0,0,0,0,1,0
Mercedes-Benz,5.01,125000,740,47000,1595,1425,2016,35914,115,1,94800,0,1,0,0,0,0,0,1,0
Nissan,4.59,138500,508,54301,1197,1285,2015,18454,85,1,52800,0,0,0,0,1,0,0,1,0
Mercedes-Benz,7.69,46000,740,33989,1595,1490,2018,35170,115,1,140800,0,1,0,0,0,0,0,1,0
Kia,7.84,52680,738,26309,1591,1287,2018,11090,93,1,73800,0,0,0,1,0,0,0,1,0
Volkswagen,9.32,122000,682,33140,1390,1285,2010,25559,118,5,65000,0,0,0,0,0,1,0,1,0
Toyota,4.87,69700,742,47300,1598,1205,2016,17982,90,1,58800,0,0,0,1,0,0,0,1,0
Skoda,7.48,30000,1194,31302,1984,1577,2018,26650,180,1,120000,0,0,0,1,0,0,0,1,0
Nissan,5.23,66600,1210,56956,1997,1470,2016,25057,100,1,68800,0,1,0,0,0,0,0,1,0
Mercedes-Benz,6.77,59000,1202,42661,1991,1615,2017,58405,155,3,162800,0,1,0,0,0,0,0,1,0
Hyundai,3.23,84986,738,65710,1591,1292,2014,13479,97,2,40800,0,0,0,1,0,0,0,1,0
Nissan,5.98,17000,508,46489,1197,1285,2017,18583,85,1,67300,0,0,0,0,1,0,0,1,0
Volkswagen,3.82,66500,1194,71889,1984,1790,2014,41054,147,1,77800,0,0,1,0,0,0,0,1,0
Honda,7.49,229000,1573,31553,1998,1270,2008,27180,165,6,88800,0,0,0,0,0,1,0,0,1
Toyota,7.85,29400,742,26309,1598,1230,2019,21858,96,1,85800,0,0,0,1,0,0,0,1,0
Toyota,8.6,18500,1210,37109,1998,1695,2019,30808,170,1,136800,0,0,0,0,1,0,0,1,0
Subaru,7.1,27000,1208,31000,1995,1591,2018,13462,110,1,81800,0,0,0,0,1,0,0,1,0
Toyota,7.82,125000,821,25525,1497,1095,2009,12468,80,5,48800,0,0,0,1,0,0,0,1,0
Kia,7.58,43000,738,28457,1591,1287,2018,13838,93,1,71888,0,0,0,1,0,0,0,1,0
Toyota,3.39,157891,890,15287,1598,1195,2009,17853,80,4,27500,0,0,0,1,0,0,0,1,0
Toyota,4.71,94000,742,46651,1598,1205,2015,19589,90,1,56300,0,0,0,1,0,0,0,1,0
Suzuki,2.14,159000,957,18583,1586,1100,2008,13479,92,3,16500,1,0,0,0,0,0,0,1,0
Audi,8.72,11630,392,33301,999,1280,2019,22083,85,1,112800,0,1,0,0,0,0,0,1,0
Honda,5.58,80199,682,50101,1496,1190,2016,21650,96,1,61800,0,0,0,0,1,0,0,1,0
Mercedes-Benz,9.44,5000,586,38504,1332,1410,2020,33180,96,1,162000,0,1,0,0,0,0,0,1,0
BMW,8.48,15000,1210,42020,1998,1660,2019,43394,135,1,195800,0,0,0,0,1,0,0,1,0
Nissan,5.92,100000,508,51600,1197,1285,2017,18583,85,1,64800,0,0,0,0,1,0,0,1,0
Volkswagen,5.06,87106,620,53694,1390,1245,2016,19381,90,1,67800,0,0,0,0,0,1,0,1,0
Bentley,4.17,22000,3940,60789,3993,2295,2015,187433,388,2,418000,0,0,0,0,0,1,0,1,0
Audi,7.19,46000,1194,34381,1984,1535,2018,37954,140,1,141800,0,1,0,0,0,0,0,1,0
Mercedes-Benz,6.19,43000,740,49802,1595,1425,2017,37239,115,1,121800,0,1,0,0,0,0,0,1,0
Toyota,7.56,44000,1210,32000,1998,1695,2018,30806,170,3,118777,0,0,0,0,1,0,0,1,0
Toyota,2.58,137000,889,13024,1497,1095,2008,11434,80,4,17988,0,0,0,1,0,0,0,1,0
Mitsubishi,7.23,54118,1210,34381,1998,1480,2018,19655,110,1,93800,0,0,0,0,1,0,0,1,0
Mercedes-Benz,5.01,66000,740,46502,1595,1430,2016,29588,115,1,92800,0,1,0,0,0,0,0,1,0
Honda,5.04,49988,682,53694,1496,1130,2016,18697,97,1,55800,0,0,0,0,0,0,1,1,0
Lexus,9.67,4000,1784,49500,2487,1620,2020,40319,152,1,188888,0,1,0,0,0,0,0,1,0
Subaru,4.98,71218,1208,49156,1995,1566,2016,15408,110,1,69800,0,0,0,0,1,0,0,1,0
McLaren,7.83,5000,3636,41000,3799,1356,2019,195635,441,1,778000,0,0,0,0,0,1,0,1,0
Honda,2.46,130000,767,14835,1339,1010,2008,13279,73,2,19800,1,0,0,0,0,0,0,1,0
Mercedes-Benz,4.33,111000,740,55889,1595,1425,2015,26023,90,2,65800,1,0,0,0,0,0,0,1,0
Audi,5.47,58000,624,53001,1395,1480,2016,27832,110,2,96988,0,0,0,0,1,0,0,1,0
Honda,9.42,8977,682,35990,1496,1130,2019,22101,95,1,135000,0,0,0,0,0,0,1,1,0
Volkswagen,5.06,93300,620,55200,1390,1417,2015,16700,90,1,55800,0,0,0,1,0,0,0,1,0
BMW,9.26,13000,684,37766,1499,1380,2020,30645,80,1,126988,1,0,0,0,0,0,0,1,0
Mercedes-Benz,9.36,5452,1202,40690,1991,1635,2020,67492,310,1,278000,0,0,0,0,0,1,0,1,0
Nissan,4.54,79000,508,59200,1197,1285,2015,18454,85,2,51800,0,0,0,0,1,0,0,1,0
Honda,9.96,168,682,41801,1496,1190,2020,23790,96,1,90888,0,0,0,0,1,0,0,1,0
Mercedes-Benz,6.52,55000,2382,57390,2996,1940,2017,90521,200,1,268988,0,1,0,0,0,0,0,1,0
Mitsubishi,7.26,28000,1210,32429,1998,1480,2018,22392,110,1,95800,0,0,0,0,1,0,0,1,0
Honda,4.81,49000,682,45002,1496,1190,2015,18997,96,1,52800,0,0,0,0,1,0,0,1,0
Mitsubishi,7.76,23000,684,34509,1499,1490,2018,22865,120,1,96800,0,0,0,0,1,0,0,1,0
Honda,7.08,34800,684,33900,1498,1324,2018,26476,127,2,102988,0,0,0,1,0,0,0,1,0
Honda,8.56,155000,1174,39313,1799,1219,2009,26585,103,3,59500,0,0,0,1,0,0,0,1,0
Mazda,5.35,100000,682,50000,1496,1321,2016,17327,88,3,53900,0,0,0,1,0,0,0,1,0
Honda,2.55,146000,962,13786,1595,1220,2008,20407,92,4,22800,0,0,0,1,0,0,0,1,0
Volkswagen,7.82,155000,1552,33018,1984,1667,2009,25519,125,6,54800,0,0,0,0,1,0,0,1,0
BMW,2.23,85500,1210,83001,1997,1615,2013,46840,135,4,65000,0,1,0,0,0,0,0,1,0
Mazda,3.36,120000,682,62000,1496,1343,2014,18336,88,3,38000,1,0,0,0,0,0,0,1,0
Audi,8.82,85000,6417,35416,5204,1625,2010,195527,386,6,250000,0,0,0,0,0,1,0,1,0
Honda,4.75,108000,682,43000,1496,1190,2015,20078,96,1,55000,0,0,0,0,1,0,0,1,0
BMW,9.31,140000,1329,34935,1995,1390,2010,35905,115,4,77800,0,0,0,0,0,1,0,1,0
Honda,4.97,59000,326,47020,658,930,2016,15225,47,2,56000,1,0,0,0,0,0,0,1,0
Toyota,7.48,28112,682,33798,1496,1350,2018,19537,79,1,84800,0,0,1,0,0,0,0,1,0
Honda,9.46,111000,649,36475,1339,1090,2009,19669,73,3,56888,1,0,0,0,0,0,0,1,0
Honda,4.13,90000,684,58700,1498,1046,2015,14574,96,2,44800,1,0,0,0,0,0,0,1,0
BMW,6.11,42000,684,49802,1499,1430,2017,31845,100,1,105388,0,0,0,0,1,0,0,1,0
Toyota,6.08,75000,1792,47501,2493,1940,2017,35776,134,1,118800,0,0,1,0,0,0,0,1,0
Mercedes-Benz,5.17,92000,740,49602,1595,1425,2016,35663,115,1,99988,0,1,0,0,0,0,0,1,0
Audi,6.29,24000,1194,49000,1984,1795,2017,44891,185,1,142999,0,0,0,0,1,0,0,1,0
Porsche,5.99,57000,2382,55414,2997,1940,2017,73710,250,1,239800,0,0,0,0,1,0,0,1,0
Honda,4.78,257200,1467,50932,1799,1190,2006,20890,103,1,39000,0,0,0,1,0,0,0,0,1
Nissan,6.54,64258,508,46791,1197,1325,2017,20143,85,2,75800,0,0,0,0,1,0,0,1,0
Honda,8.12,12000,578,26667,1317,1030,2018,16234,73,1,73800,1,0,0,0,0,0,0,1,0
Volkswagen,4.9,95000,620,21142,1390,1285,2011,25187,118,2,45800,0,0,0,0,0,1,0,1,0
Honda,5.56,68479,682,50951,1496,1190,2016,20472,96,1,53888,0,0,0,0,1,0,0,1,0
Honda,4.85,55000,1630,44001,2356,1810,2015,31375,140,1,78800,0,0,1,0,0,0,0,1,0
Honda,8.21,108970,818,29328,1496,1160,2008,22345,81,1,52800,0,0,0,0,0,0,1,1,0
Mercedes-Benz,3.86,19900,740,62002,1595,1430,2015,27462,90,1,73800,0,1,0,0,0,0,0,1,0
Renault,7.06,68440,508,34110,1197,1315,2018,19990,97,1,76500,0,0,0,1,0,0,0,1,0
Hyundai,8.8,11000,600,31210,1353,1240,2019,17850,95,1,88700,1,0,0,0,0,0,0,1,0
Nissan,6.56,113339,1210,47002,1997,1626,2017,24640,106,1,89800,0,0,0,0,1,0,0,1,0
Kia,9.14,10000,392,32699,998,1185,2019,19153,88,1,87800,0,0,0,0,1,0,0,1,0
Hyundai,6.14,53000,738,42801,1591,1345,2017,12881,93,1,59800,0,0,0,1,0,0,0,1,0
BMW,2.6,57000,1210,78700,1997,1705,2013,37778,135,1,71888,0,0,0,0,1,0,0,1,0
MINI,9.5,6500,1210,39500,1998,1255,2020,41724,170,1,195900,0,0,0,0,0,1,0,1,0
Mazda,6.9,37339,682,38510,1496,1329,2018,18126,88,1,75800,1,0,0,0,0,0,0,1,0
Audi,6.81,43800,1194,39001,1984,1480,2018,33425,140,1,113800,0,1,0,0,0,0,0,1,0
Honda,4.12,69000,684,66000,1497,1160,2015,18935,88,1,50800,0,0,1,0,0,0,0,1,0
Honda,6.83,27064,684,40000,1498,1088,2018,16853,96,1,70888,1,0,0,0,0,0,0,1,0
BMW,2.56,90000,4568,87001,4395,1850,2012,107921,412,3,172800,0,0,0,0,0,1,0,1,0
Suzuki,5.92,74462,736,51600,1586,1190,2015,21330,86,1,63800,0,0,0,0,1,0,0,1,0
Toyota,6.46,46979,1196,57000,1986,1580,2016,28601,111,1,102888,0,0,0,0,1,0,0,1,0
Honda,7.42,144000,767,29670,1339,1070,2008,14338,73,4,46900,1,0,0,0,0,0,0,1,0
BMW,7.23,41000,2384,32311,2998,1735,2017,82252,250,1,248500,0,1,0,0,0,0,0,1,0
Kia,3.64,128000,738,65001,1591,1295,2014,18266,95,1,41800,0,0,0,1,0,0,0,1,0
Hyundai,6.39,40000,738,41617,1591,1345,2017,12739,93,1,61800,0,0,0,1,0,0,0,1,0
Lexus,4.72,86000,1210,45009,1998,1890,2015,50003,175,1,123800,0,0,0,0,1,0,0,1,0
Mazda,6,50490,1210,54556,1998,1472,2016,20425,121,1,72800,0,1,0,0,0,0,0,1,0
BMW,5.31,45902,684,55501,1499,1430,2016,30895,100,2,95800,0,0,0,0,1,0,0,1,0
Hyundai,9.14,32000,608,32699,1368,1115,2019,9218,73,1,73800,0,0,0,1,0,0,0,1,0
Volkswagen,7.54,51700,624,31001,1395,1498,2018,34616,110,1,118800,0,0,0,0,1,0,0,1,0
Mercedes-Benz,6.63,39000,740,47002,1595,1425,2017,37239,115,1,125800,0,1,0,0,0,0,0,1,0
BMW,9.57,108000,2362,40714,2979,1775,2011,55697,225,5,95000,0,1,0,0,0,0,0,1,0
Citroen,8.06,21000,508,30009,1199,1203,2018,18401,81,1,83500,0,0,0,0,1,0,0,1,0
Hyundai,5.19,37900,738,52503,1591,1345,2016,12975,93,1,53800,0,0,0,1,0,0,0,1,0
Honda,6.97,49312,742,38830,1597,1249,2018,19662,92,1,79800,0,0,0,1,0,0,0,1,0
Mazda,5.31,43000,682,50000,1496,1321,2016,19390,88,2,57800,0,0,0,1,0,0,0,1,0
Honda,1.6,205187,1369,26136,1799,1410,2007,18990,103,4,16500,0,0,0,0,1,0,0,1,0
BMW,8.06,22700,684,39400,1499,1430,2019,35726,103,1,131800,0,0,0,0,1,0,0,1,0
BMW,9.26,4766,684,35001,1499,1320,2019,33562,103,1,139800,1,0,0,0,0,0,0,1,0
Hyundai,7.83,39041,738,26301,1591,1345,2019,14488,93,1,74888,0,0,0,1,0,0,0,1,0
BMW,4.54,60000,2362,62019,2979,2030,2014,61676,225,2,141800,0,0,0,0,1,0,0,1,0
Mazda,5.71,53686,682,48000,1496,1310,2017,14951,88,1,56800,0,0,0,1,0,0,0,1,0
Volkswagen,4.72,43000,620,46970,1390,1551,2015,27534,118,2,74800,0,0,0,0,1,0,0,1,0
Toyota,4.89,56000,3100,49602,3456,2090,2015,41456,206,3,128800,0,0,1,0,0,0,0,1,0
Volkswagen,9.23,152000,682,32190,1390,1360,2010,25241,118,6,63000,0,0,0,0,0,1,0,1,0
BMW,9.47,9749,1210,40301,1998,1570,2020,51724,225,1,231800,0,0,0,0,0,1,0,1,0
Mercedes-Benz,3.49,85498,740,67889,1595,1425,2014,25004,90,2,52555,1,0,0,0,0,0,0,1,0
Hyundai,4.28,65000,238,40089,1591,1292,2015,15124,97,2,43800,0,0,0,1,0,0,0,1,0
BMW,4.45,88487,1210,61103,1998,1485,2015,32010,141,1,86800,0,0,0,0,1,0,0,1,0
Honda,5.98,61927,682,51106,1496,1190,2016,22926,96,1,67800,0,0,0,0,1,0,0,1,0
Nissan,5.03,69000,1210,49156,1997,1626,2016,22572,106,2,70900,0,0,0,0,1,0,0,1,0
Mercedes-Benz,9.32,130000,1071,34935,1796,1575,2010,60254,150,2,95000,0,0,0,0,0,1,0,1,0
Honda,5.96,66755,682,51106,1496,1190,2016,21551,96,1,65800,0,0,0,0,1,0,0,1,0
Mitsubishi,8.19,146600,821,29328,1499,1313,2009,18142,80,3,57000,0,0,0,1,0,0,0,1,0
Mazda,4.39,58000,1210,58190,1998,1454,2015,19071,121,1,59800,0,1,0,0,0,0,0,1,0
Volkswagen,6.54,51110,392,42339,999,1257,2017,18520,81,1,64800,1,0,0,0,0,0,0,1,0
Honda,5.29,45000,682,44958,1496,1190,2016,21726,96,2,57800,0,0,0,0,1,0,0,1,0
BMW,4.99,62000,684,49156,1499,1425,2016,29816,100,2,82800,0,1,0,0,0,0,0,1,0
Mazda,6.98,31000,682,37000,1496,1102,2018,13797,85,2,60800,0,0,0,1,0,0,0,1,0
Honda,1.25,215000,1369,25178,1799,1350,2007,16461,103,4,11800,0,0,1,0,0,0,0,1,0
Hyundai,8.09,22000,238,11589,1591,1345,2019,17957,93,1,66800,0,0,0,1,0,0,0,1,0
Mercedes-Benz,3.04,116000,1202,67304,1991,1655,2014,45353,135,2,75800,0,1,0,0,0,0,0,1,0
BMW,6.81,58339,684,38000,1499,1480,2017,28742,75,1,99800,0,0,1,0,0,0,0,1,0
Audi,6.38,38400,392,41761,999,1275,2017,23936,85,1,88800,1,0,0,0,0,0,0,1,0
Lexus,6.56,57576,1210,53711,1998,2070,2017,56222,175,2,169900,0,0,0,0,1,0,0,1,0
Toyota,6.14,45000,1210,49802,1998,1695,2017,33308,170,1,104500,0,0,0,0,1,0,0,1,0
Mazda,5.86,60000,682,52000,1496,1331,2016,19306,88,1,61800,0,0,0,1,0,0,0,1,0
Lexus,5.9,30000,1792,54406,2494,1615,2016,40888,135,2,120800,0,1,0,0,0,0,0,1,0
MINI,1.27,134400,742,68000,1598,1335,2012,29047,135,2,36800,0,0,0,0,0,1,0,1,0
Hyundai,7.56,36500,738,31001,1591,1594,2018,22584,130,1,98000,0,0,0,0,1,0,0,1,0
MINI,5.29,48000,508,51506,1198,1175,2016,21062,75,2,73800,1,0,0,0,0,0,0,1,0
Mercedes-Benz,9.65,134000,1071,42683,1796,1695,2010,61615,150,5,98888,0,0,0,0,0,1,0,1,0
Honda,6.79,48000,684,38801,1498,1324,2017,26392,127,1,94500,0,0,0,1,0,0,0,1,0
Nissan,4.95,123105,1210,49602,1997,1379,2016,19906,106,1,61800,0,0,0,0,1,0,0,1,0
Volkswagen,6.07,215000,1672,54088,1984,1391,2007,31348,147,4,50800,0,0,0,0,0,1,0,1,0
Honda,7.99,34209,682,36704,1496,1190,2019,23834,96,1,83888,0,0,0,0,1,0,0,1,0
Infiniti,3.17,100000,1202,65001,1991,1644,2014,34334,155,2,62800,0,1,0,0,0,0,0,1,0
Audi,4.05,83000,976,75000,1798,1545,2015,31248,125,1,63800,0,1,0,0,0,0,0,1,0
BMW,5.72,82412,1210,50621,1997,1735,2016,41920,135,1,139800,0,0,0,0,1,0,0,1,0
Skoda,9.66,2000,624,49500,1395,1706,2020,30382,110,1,162988,0,0,0,0,1,0,0,1,0
Mercedes-Benz,5.4,88000,1202,56410,1991,1735,2016,43600,155,1,138800,0,0,0,0,1,0,0,1,0
Audi,7.17,33339,1194,31000,1984,1540,2017,45546,213,2,185800,0,0,0,0,0,1,0,1,0
Mercedes-Benz,2.43,82000,740,76223,1595,1430,2013,28969,115,2,54800,0,1,0,0,0,0,0,1,0
Volkswagen,5.22,50256,624,53334,1395,1249,2015,20402,92,1,63800,1,0,0,0,0,0,0,1,0
Toyota,8.06,32249,742,26999,1598,1230,2019,18787,96,1,85888,0,0,0,1,0,0,0,1,0
Toyota,7.61,23771,1210,31809,1998,1695,2018,30806,170,1,119800,0,0,0,0,1,0,0,1,0
Chevrolet,5.54,58000,742,53334,1598,1413,2016,13868,86,1,48800,0,0,0,1,0,0,0,1,0
Subaru,6.14,75339,1798,52000,2498,1684,2016,22954,129,1,79800,0,0,0,0,1,0,0,1,0
Audi,5.47,55000,624,53001,1395,1450,2016,32161,110,1,91800,0,1,0,0,0,0,0,1,0
Audi,3.05,109200,1194,65700,1984,1630,2013,33955,125,2,63800,0,0,0,0,1,0,0,1,0
BMW,4.39,130000,1210,61300,1997,1680,2015,34575,135,2,89800,0,0,0,0,1,0,0,1,0
Kia,7.53,55000,738,28457,1591,1287,2018,13935,93,1,74800,0,0,0,1,0,0,0,1,0
Honda,2.73,163000,767,12864,1339,1060,2008,19038,73,2,21500,1,0,0,0,0,0,0,1,0
Hyundai,8.35,125000,886,30574,1591,1360,2009,14667,89,2,49800,0,0,0,0,0,0,1,1,0
Citroen,8.59,2800,742,36000,1598,1430,2019,23887,133,1,115555,0,0,0,0,1,0,0,1,0
Porsche,6.47,85000,2825,50168,2687,1360,2007,70785,180,6,120000,0,0,0,0,0,1,0,1,0
Infiniti,7.4,55000,740,31801,1595,1390,2018,30153,115,1,100800,1,0,0,0,0,0,0,1,0
Honda,7.9,25727,578,26659,1317,1030,2019,15628,73,1,69800,1,0,0,0,0,0,0,1,0
Lamborghini,1.57,13900,7856,88002,6498,1690,2012,453424,515,4,626800,0,0,0,0,0,1,0,1,0
Mercedes-Benz,7.65,95500,1169,31335,1796,1575,2009,57392,150,4,73000,0,0,0,0,0,1,0,1,0
Mercedes-Benz,7.96,26000,740,43102,1595,1550,2019,41636,115,2,170800,0,0,0,0,0,1,0,1,0
Suzuki,2.47,140000,694,14835,1242,1000,2008,9483,66,1,16800,1,0,0,0,0,0,0,1,0
Mercedes-Benz,4.99,68000,2382,51010,2996,1940,2015,89988,200,1,212880,0,1,0,0,0,0,0,1,0
Honda,7.04,34000,682,34110,1496,1190,2017,19414,97,1,72800,0,0,0,0,0,0,1,1,0
BMW,8.13,45000,684,39400,1499,1430,2019,35726,103,1,129800,0,0,0,0,1,0,0,1,0
Honda,8.38,33000,578,32309,1317,1030,2019,16000,73,1,73800,1,0,0,0,0,0,0,1,0
Hyundai,7.15,53000,608,32699,1368,1115,2018,8445,73,1,61800,0,0,0,1,0,0,0,1,0
BMW,9.32,149006,1976,34935,2497,1725,2010,39547,150,3,76000,0,1,0,0,0,0,0,1,0
Toyota,8.15,17000,682,26667,1496,1085,2019,13936,79,1,76800,0,0,0,1,0,0,0,1,0
Porsche,8.38,8400,2262,48010,2894,2020,2019,121990,324,1,465000,0,0,0,0,1,0,0,1,0
Chevrolet,2.9,65000,890,13088,1598,1388,2009,12474,80,3,21800,0,0,0,1,0,0,0,1,0
Audi,5.82,83000,624,51000,1395,1450,2017,32087,110,2,89300,0,1,0,0,0,0,0,1,0
Audi,2.15,49000,1194,76802,1984,1315,2011,54027,155,3,81000,0,0,0,0,0,1,0,1,0
Toyota,8.4,149000,2158,37502,2499,1500,2009,30351,158,4,59800,0,1,0,0,0,0,0,1,0
Mercedes-Benz,8.54,25000,586,36000,1332,1385,2019,27131,120,1,128800,0,1,0,0,0,0,0,1,0
BMW,2.98,122000,1210,65501,1997,1510,2013,33364,135,2,58800,0,0,0,0,1,0,0,1,0
Subaru,4.28,63700,1208,62101,1995,1566,2015,14080,110,1,58800,0,0,0,0,1,0,0,1,0
Toyota,7.05,39000,682,37922,1496,1325,2018,17145,79,1,71000,0,0,1,0,0,0,0,1,0
Toyota,6.07,38400,1196,52000,1986,1570,2017,27056,112,1,93000,0,0,1,0,0,0,0,1,0
Proton,8.07,128000,890,29839,1597,1422,2009,14110,93,3,49800,0,0,1,0,0,0,0,1,0
Toyota,3.18,139000,1169,19968,1797,1340,2009,21663,106,4,27800,0,0,1,0,0,0,0,1,0
Mercedes-Benz,5.49,107200,740,56410,1595,1425,2016,36548,115,1,101800,0,1,0,0,0,0,0,1,0
Mercedes-Benz,9.12,6000,1202,35889,1991,1635,2020,71968,310,1,275000,0,0,0,0,0,1,0,1,0
Toyota,8.14,22500,742,26667,1598,1230,2019,18787,96,2,84988,0,0,0,1,0,0,0,1,0
Toyota,6.12,71500,1210,49802,1998,1695,2017,33308,170,1,107800,0,0,0,0,1,0,0,1,0
Mercedes-Benz,9.48,120000,974,40014,1796,1470,2011,54305,135,2,122800,0,0,0,0,0,1,0,1,0
Volkswagen,1.14,98000,620,62600,1390,1503,2012,34956,118,2,35800,0,0,0,0,0,1,0,1,0
