Brand,Coe_left,Mileage,Road Tax,COE,Engine Cap,Curb Weight,Manufactured,OMV,Power,No. of Owners,Price,Type_Hatchback,Type_Luxury Sedan,Type_MPV,Type_Mid-Sized Sedan,Type_SUV,Type_Sports Car,Type_Stationwagon,Transmission_Auto,Transmission_Manual
Ford,6.88,29761,1520,38000,2261,1692,2016,43350,233,1,188800,0,0,0,0,0,1,0,1,0
Volkswagen,8.73,120000,1433,38071,1984,1339,2009,31874,155,2,80800,0,0,0,0,0,1,0,1,0
Honda,7.94,180000,708,27886,1339,1010,2009,14196,73,5,48000,1,0,0,0,0,0,0,1,0
Volkswagen,8.14,20000,1194,39406,1984,1790,2019,35887,162,1,133000,0,0,1,0,0,0,0,1,0
Lexus,7.29,55000,1210,33420,1998,1755,2018,46099,175,1,146000,0,0,0,0,1,0,0,1,0
Kia,4.02,130000,812,16438,1591,1207,2010,14160,92,5,35999,0,0,0,0,0,1,0,0,1
Nissan,8.57,148000,4169,39313,3696,1490,2009,50809,245,4,100800,0,0,0,0,0,1,0,0,1
Mercedes-Benz,2.26,78856,1202,77600,1991,1680,2013,49985,155,3,68888,0,1,0,0,0,0,0,1,0
Mercedes-Benz,8.45,14288,740,30000,1595,1435,2019,28463,90,2,128800,0,0,0,0,1,0,0,1,0
Toyota,9.15,14830,392,33520,996,970,2020,18546,72,1,81800,0,0,0,0,1,0,0,1,0
BMW,7.9,160000,2155,35411,2497,1605,2009,52627,160,3,61800,0,1,0,0,0,0,0,1,0
Mercedes-Benz,6.92,59000,1202,39001,1991,1605,2018,55451,135,1,161800,0,1,0,0,0,0,0,1,0
Porsche,9.47,1800,2380,41503,2995,2105,2020,99333,250,1,388000,0,0,0,0,1,0,0,1,0
BMW,9.14,139500,1976,33568,2497,1650,2010,42006,150,5,79500,0,1,0,0,0,0,0,1,0
Mitsubishi,6.02,33000,70,34106,1193,940,2017,12940,57,1,41800,0,0,0,1,0,0,0,1,0
Volkswagen,9.89,118000,1313,47316,1984,1364,2011,35702,188,3,98800,0,0,0,0,0,1,0,1,0
BMW,9.31,6600,1210,41510,1998,1540,2020,53590,135,1,224800,0,1,0,0,0,0,0,1,0
Mercedes-Benz,6.76,54000,1202,38801,1991,1785,2017,47965,155,1,183800,0,0,0,0,1,0,0,1,0
Toyota,4.64,49170,1196,58109,1986,1610,2015,29454,111,1,78800,0,0,0,0,1,0,0,1,0
Mercedes-Benz,8.72,16000,1202,37705,1991,1730,2019,44890,145,1,219888,0,0,0,0,1,0,0,1,0
Mercedes-Benz,2.5,100000,740,73160,1595,1395,2013,24641,115,3,44800,1,0,0,0,0,0,0,1,0
Volkswagen,5.56,46000,976,51109,1798,1480,2016,31369,132,1,80800,0,1,0,0,0,0,0,1,0
Subaru,7.32,59000,1208,31307,1995,1591,2018,13656,110,1,86888,0,0,0,0,1,0,0,1,0
Mercedes-Benz,8.76,13134,740,30010,1595,1435,2019,28512,90,1,136900,0,0,0,0,1,0,0,1,0
Mercedes-Benz,7.21,54000,740,38001,1595,1435,2018,28179,90,1,112800,0,0,0,0,1,0,0,1,0
Mitsubishi,2.82,120121,821,12763,1499,1313,2009,16812,80,3,23600,0,0,0,1,0,0,0,1,0
MINI,9.47,3000,684,37690,1499,1140,2020,25526,75,1,116888,1,0,0,0,0,0,0,1,0
BMW,4.42,40000,2362,60000,2979,1525,2015,54118,250,3,121000,0,0,0,0,0,1,0,1,0
Toyota,4.21,108000,742,55889,1598,1205,2015,19589,90,1,55800,0,0,0,1,0,0,0,1,0
Ford,5.71,74472,392,48401,999,1345,2016,19777,92,1,55800,0,0,0,0,0,0,1,1,0
BMW,7.82,135000,4738,33018,3999,1580,2009,106509,308,5,172800,0,0,0,0,0,1,0,1,0
Honda,7.63,37000,682,26170,1496,1190,2018,21160,96,1,78500,0,0,0,0,1,0,0,1,0
Toyota,7.49,189000,2129,31553,2362,1845,2008,34440,125,2,60800,0,0,1,0,0,0,0,1,0
Subaru,6.78,106000,1208,39001,1995,1489,2017,16133,115,1,75500,0,0,0,0,1,0,0,1,0
Opel,4.94,61000,606,48002,1364,1396,2015,17797,88,2,50800,1,0,0,0,0,0,0,1,0
Honda,6.99,95000,1573,38712,1998,1345,2008,32045,148,4,66800,0,0,0,0,0,1,0,0,1
Subaru,7.05,24000,1208,36000,1995,1591,2018,13559,110,1,84800,0,0,0,0,1,0,0,1,0
Toyota,3.64,85000,684,65001,1497,1045,2014,14133,80,1,41888,0,0,0,1,0,0,0,1,0
Volkswagen,3.06,89000,1194,65700,1984,1689,2013,35702,155,3,69200,0,0,0,0,1,0,0,1,0
Mercedes-Benz,3.37,79568,1202,72180,1991,1480,2014,36262,155,3,85800,0,1,0,0,0,0,0,1,0
Nissan,5.35,51770,1210,55501,1997,1626,2016,23227,106,1,73000,0,0,0,0,1,0,0,1,0
Toyota,8.81,17000,682,32699,1496,1085,2019,13870,79,1,80800,0,0,0,1,0,0,0,1,0
Mercedes-Benz,8.66,8000,740,32000,1595,1435,2019,25864,90,1,135800,0,0,0,0,1,0,0,1,0
Mercedes-Benz,7.08,25000,740,38941,1595,1435,2018,28937,90,1,110800,0,0,0,0,1,0,0,1,0
Porsche,9.99,69500,3638,49716,3800,1525,2011,146912,300,2,330000,0,0,0,0,0,1,0,1,0
Subaru,0.82,200000,1113,24715,1597,1280,2007,12373,70,3,10000,0,0,0,1,0,0,0,1,0
Land Rover,0.61,61000,1212,64889,1999,1690,2011,63513,177,4,75000,0,0,0,0,1,0,0,1,0
Mercedes-Benz,5.77,55201,740,48401,1595,1430,2016,31756,90,1,105800,0,1,0,0,0,0,0,1,0
MINI,8.12,31000,1210,34000,1998,1255,2019,38066,170,1,168800,0,0,0,0,0,1,0,1,0
Toyota,7.42,55000,1792,31302,2493,1940,2018,36300,134,1,139888,0,0,1,0,0,0,0,1,0
Mercedes-Benz,9.24,90000,1071,32914,1796,1695,2010,63555,150,3,104888,0,0,0,0,0,1,0,1,0
Honda,8.73,16700,684,32889,1498,1310,2020,26388,127,1,114800,0,0,0,1,0,0,0,1,0
Honda,2.9,142000,767,13088,1339,1090,2009,20033,73,4,22800,1,0,0,0,0,0,0,1,0
Honda,4.16,60688,684,55889,1498,1046,2015,14574,96,1,46800,1,0,0,0,0,0,0,1,0
Volkswagen,5.61,78000,624,55501,1395,1288,2016,25046,110,1,70800,1,0,0,0,0,0,0,1,0
BMW,3.05,73000,4568,67304,4395,1875,2013,117683,412,4,216888,0,0,0,0,0,1,0,1,0
Volkswagen,5.38,58076,976,56410,1798,1480,2016,31375,132,1,77800,0,1,0,0,0,0,0,1,0
Mercedes-Benz,8.47,30000,586,39700,1332,1385,2019,35933,120,2,148888,0,1,0,0,0,0,0,1,0
BMW,7.47,170000,2335,32121,2497,1525,2008,48714,160,5,68888,0,0,0,0,0,1,0,1,0
Nissan,4.99,20800,1210,47604,1997,1626,2016,22509,106,1,68800,0,0,0,0,1,0,0,1,0
Audi,7.84,150000,1552,35411,1984,1415,2009,36100,188,6,70500,1,0,0,0,0,0,0,1,0
Mitsubishi,2.9,145000,881,13088,1584,1132,2009,12453,79,2,26000,0,0,0,1,0,0,0,0,1
Honda,5.71,50000,684,50889,1498,1046,2016,16650,96,1,62800,1,0,0,0,0,0,0,1,0
Audi,4.4,83000,624,57301,1395,1310,2015,27621,92,3,59000,0,1,0,0,0,0,0,1,0
Mercedes-Benz,5.4,42188,740,56089,1595,1475,2016,39138,115,3,120800,0,0,0,0,0,1,0,1,0
Honda,7.96,39000,578,26301,1317,1030,2019,15980,73,1,69000,1,0,0,0,0,0,0,1,0
Porsche,8.16,50300,3989,39936,3600,1765,2008,230819,353,1,358000,0,0,0,0,0,1,0,1,0
Subaru,7.62,110000,2275,31335,2457,1395,2008,21548,169,4,69800,0,0,0,0,0,1,0,0,1
Volkswagen,8.82,135000,1313,35416,1984,1466,2010,37388,188,5,95000,0,0,0,0,0,1,0,1,0
Audi,7.39,23123,1776,31301,2480,1585,2018,59673,294,3,260000,0,0,0,0,0,1,0,1,0
Volkswagen,9.65,127813,1194,42683,1984,1364,2011,36133,188,5,89800,0,0,0,0,0,1,0,1,0
Toyota,8.52,25000,3100,37900,3456,2070,2017,40658,206,1,179000,0,0,1,0,0,0,0,1,0
McLaren,1.46,20000,3634,92100,3798,1514,2012,260177,441,5,360000,0,0,0,0,0,1,0,1,0
BMW,5.52,75000,684,56206,1499,1425,2016,31259,100,3,91800,0,1,0,0,0,0,0,1,0
Toyota,9.99,78000,1638,49716,2362,1750,2011,39486,125,3,93800,0,0,1,0,0,0,0,1,0
Porsche,0.81,88000,3068,82003,3436,1475,2012,116055,257,1,260000,0,0,0,0,0,1,0,1,0
Mercedes-Benz,4.01,110000,740,67601,1595,1370,2015,23164,90,2,63800,1,0,0,0,0,0,0,1,0
Bentley,1.47,46000,3940,80191,3993,2295,2012,173887,373,4,255800,0,0,0,0,0,1,0,1,0
Suzuki,1.65,240000,957,21485,1586,1100,2007,12985,92,6,15111,1,0,0,0,0,0,0,1,0
Nissan,2.98,76152,1786,82000,2488,1975,2014,36021,125,1,76888,0,0,1,0,0,0,0,1,0
Honda,4.66,72000,682,51301,1496,1190,2015,19063,96,2,55800,0,0,0,0,1,0,0,1,0
MINI,7.82,176000,965,25525,1598,1105,2008,27941,88,4,55000,1,0,0,0,0,0,0,1,0
Toyota,5.04,90355,976,47000,1798,1360,2016,19953,105,1,64800,0,0,1,0,0,0,0,1,0
BMW,4.22,71000,684,62140,1499,1425,2015,29993,100,1,77800,0,1,0,0,0,0,0,1,0
Kia,6.56,65512,738,42339,1591,1295,2017,15696,95,2,66888,0,0,0,1,0,0,0,1,0
Mercedes-Benz,8.43,38000,1202,41805,1991,1735,2019,44771,155,1,181800,0,0,0,0,1,0,0,1,0
Honda,7.27,39784,1630,32311,2356,1858,2018,30826,129,1,119800,0,0,1,0,0,0,0,1,0
BMW,6.68,42000,684,40000,1499,1480,2017,30858,75,1,98800,0,0,1,0,0,0,0,1,0
Hyundai,6.96,38500,738,38941,1591,1345,2018,11757,93,1,67800,0,0,0,1,0,0,0,1,0
Toyota,7.87,142166,965,26175,1598,1195,2009,16990,80,5,47000,0,0,0,1,0,0,0,1,0
BMW,4.87,84000,2384,47000,2998,1770,2016,80796,240,2,184588,0,1,0,0,0,0,0,1,0
Honda,5.1,41300,682,52301,1496,1130,2015,16878,97,1,56988,0,0,0,0,0,0,1,1,0
Nissan,4.47,73000,1210,58190,1997,1626,2015,21714,106,1,62800,0,0,0,0,1,0,0,1,0
Honda,2.39,164000,767,15142,1339,1010,2008,12078,73,4,17000,1,0,0,0,0,0,0,1,0
BMW,2.01,155000,742,67301,1598,1405,2013,33438,100,3,46800,0,1,0,0,0,0,0,1,0
Mazda,6.07,47000,1210,54616,1998,1080,2015,34472,118,2,107888,0,0,0,0,0,1,0,1,0
BMW,1.86,101000,742,61029,1598,1405,2012,33423,100,3,41800,0,1,0,0,0,0,0,1,0
Honda,1.88,120000,1369,20441,1799,1350,2008,18941,103,4,16800,0,0,1,0,0,0,0,1,0
Mitsubishi,6.67,52767,684,42661,1499,1490,2017,25003,120,1,89300,0,0,0,0,1,0,0,1,0
Volkswagen,7.82,140434,1433,33018,1984,1339,2009,30274,155,6,73800,0,0,0,0,0,1,0,1,0
Toyota,9.9,130000,1802,47316,2362,1770,2010,38965,125,4,83800,0,0,1,0,0,0,0,1,0
Mazda,5.89,79000,682,51600,1496,1310,2017,16256,88,2,59000,0,0,0,1,0,0,0,1,0
Toyota,9.6,4300,3100,45510,3456,2110,2020,60590,221,1,255800,0,0,1,0,0,0,0,1,0
Subaru,4.96,92000,1208,51010,1995,1566,2016,15516,110,2,72800,0,0,0,0,1,0,0,1,0
Toyota,5.71,52000,742,48401,1598,1215,2016,19990,90,2,69000,0,0,0,1,0,0,0,1,0
Skoda,9.62,4888,624,45510,1395,1572,2020,26554,110,1,138800,0,0,0,0,1,0,0,1,0
Mercedes-Benz,3.09,89000,2382,67304,2996,1935,2014,97016,245,2,172888,0,1,0,0,0,0,0,1,0
Mercedes-Benz,6.01,50000,740,48000,1595,1430,2017,28004,90,3,102800,0,1,0,0,0,0,0,1,0
Toyota,8.62,16900,1210,37989,1998,1695,2019,30808,170,1,136800,0,0,0,0,1,0,0,1,0
Honda,5.71,82210,682,48401,1496,1130,2016,19189,97,1,60888,0,0,0,0,0,0,1,1,0
Mercedes-Benz,9.31,5000,586,40989,1332,1375,2019,35432,120,1,162800,1,0,0,0,0,0,0,1,0
Porsche,4.62,48800,3330,58190,3604,2160,2015,115562,309,3,268888,0,0,0,0,1,0,0,1,0
Toyota,4.9,83000,742,47300,1598,1205,2015,19589,90,1,59800,0,0,0,1,0,0,0,1,0
Nissan,4.05,68688,508,66000,1198,1080,2015,13995,72,2,40388,1,0,0,0,0,0,0,1,0
Lexus,8.97,198938,2618,33568,2995,1660,2010,58167,183,5,83888,0,1,0,0,0,0,0,1,0
Volkswagen,1.97,121000,1194,67304,1984,1364,2012,36039,188,4,62800,0,0,0,0,0,1,0,1,0
BMW,9.07,131000,2598,33568,2979,1700,2010,59744,225,3,89888,0,1,0,0,0,0,0,1,0
Mercedes-Benz,2.81,104500,1202,80710,1991,1655,2013,45943,135,2,75000,0,1,0,0,0,0,0,1,0
Mitsubishi,1.57,230000,958,21349,1499,1313,2007,16277,80,2,12800,0,0,0,1,0,0,0,1,0
Kia,7.73,163000,959,25727,1591,1251,2009,13674,92,4,55800,0,0,0,1,0,0,0,1,0
Mitsubishi,1.99,123000,954,19096,1584,1162,2008,10204,79,2,12500,0,0,0,1,0,0,0,0,1
MINI,9.73,5000,1210,47506,1998,1235,2020,39643,225,1,200000,0,0,0,0,0,1,0,1,0
Honda,7.88,20000,578,26659,1317,1030,2019,15378,73,1,65800,1,0,0,0,0,0,0,1,0
Mercedes-Benz,9.12,24204,2382,35889,2996,1940,2019,87297,200,1,345800,0,1,0,0,0,0,0,1,0
Volkswagen,8.65,160000,1433,38071,1984,1393,2009,30348,155,4,73888,0,0,0,0,0,1,0,1,0
Honda,4.89,76000,682,46651,1496,1190,2015,19753,96,1,54900,0,0,0,0,1,0,0,1,0
Toyota,2.01,146000,2129,18953,2362,1600,2008,28362,118,2,21800,0,0,0,0,1,0,0,1,0
Hyundai,8.13,46000,738,28589,1591,1345,2019,12584,93,1,70800,0,0,0,1,0,0,0,1,0
Toyota,6.23,72000,1638,50526,2362,1760,2016,37090,125,2,108800,0,0,1,0,0,0,0,1,0
Kia,8.15,19998,738,36704,1591,1287,2018,18634,93,1,83800,0,0,0,1,0,0,0,1,0
Honda,6.5,49000,1630,57390,2356,1855,2017,30068,129,1,106888,0,0,1,0,0,0,0,1,0
Mercedes-Benz,9.09,7780,3922,38000,3982,2560,2020,154853,430,1,618000,0,0,0,0,1,0,0,1,0
BMW,2.01,140000,1210,67304,1997,1510,2013,37160,135,3,52888,0,0,0,0,1,0,0,1,0
Mazda,2.4,150000,1576,16140,1999,1527,2008,20746,107,4,19800,0,0,1,0,0,0,0,1,0
Mazda,6.21,46601,682,46778,1496,1310,2017,15605,88,1,62800,0,0,0,1,0,0,0,1,0
BMW,9.65,145000,1976,42683,2497,1650,2011,41236,150,4,76800,0,1,0,0,0,0,0,1,0
BMW,8.22,42000,684,40002,1499,1430,2019,35726,103,1,128500,0,0,0,0,1,0,0,1,0
BMW,4.93,75558,684,49602,1499,1360,2016,27426,100,1,85800,0,0,0,0,0,1,0,1,0
Honda,4.16,90000,684,55889,1498,1046,2015,14574,96,1,48800,1,0,0,0,0,0,0,1,0
Audi,8.31,22000,1194,40002,1984,1480,2019,33720,140,1,133800,0,1,0,0,0,0,0,1,0
Mercedes-Benz,4.33,95000,740,56209,1595,1395,2015,22896,90,2,65788,1,0,0,0,0,0,0,1,0
Mazda,6.04,77000,682,46489,1496,1310,2017,14761,88,3,57800,0,0,0,1,0,0,0,1,0
Lexus,5.75,67174,1210,50621,1998,2070,2017,56222,175,1,152800,0,0,0,0,1,0,0,1,0
Honda,4.95,68049,682,46009,1496,1190,2016,19781,96,2,59800,0,0,0,0,1,0,0,1,0
Audi,6.56,25054,624,57390,1395,1450,2017,32726,110,1,110800,0,1,0,0,0,0,0,1,0
Volvo,3.4,131048,1176,74801,1969,1557,2014,27981,180,1,46800,0,1,0,0,0,0,0,1,0
Subaru,5.45,78000,1210,56206,1998,1682,2016,20817,177,1,76100,0,0,0,0,1,0,0,1,0
Mercedes-Benz,6.64,36000,740,47002,1595,1425,2017,37239,115,1,127500,0,1,0,0,0,0,0,1,0
Mitsubishi,7.99,124000,881,27886,1584,1162,2009,13067,79,1,48800,0,0,0,1,0,0,0,1,0
Porsche,5.47,54500,1194,53001,1984,1845,2016,62517,185,2,192000,0,0,0,0,1,0,0,1,0
Lexus,7.13,47700,1210,32551,1998,1620,2018,38430,180,1,131800,0,1,0,0,0,0,0,1,0
Honda,7.06,40000,742,38510,1597,1249,2018,20254,92,1,85800,0,0,0,1,0,0,0,1,0
Audi,8.79,29000,624,30012,1395,1545,2020,30259,110,1,166800,0,0,0,0,1,0,0,1,0
Nissan,4.22,135000,742,57498,1598,1205,2015,16439,85,1,43800,0,0,0,1,0,0,0,1,0
Mercedes-Benz,9.99,133000,974,49716,1796,1500,2011,58269,150,2,120800,0,0,0,0,0,1,0,1,0
Toyota,3.73,110000,742,65001,1598,1205,2015,19589,90,2,46500,0,0,0,1,0,0,0,1,0
Audi,8.31,34000,1194,40002,1984,1535,2019,38524,140,2,153800,0,1,0,0,0,0,0,1,0
Toyota,9.32,73100,752,33140,1497,1095,2010,12331,80,2,52800,0,0,0,1,0,0,0,1,0
Mercedes-Benz,2.11,73500,740,67301,1595,1425,2013,25714,115,2,38888,1,0,0,0,0,0,0,1,0
Nissan,5.51,86800,1210,56206,1997,1626,2016,23227,106,2,76800,0,0,0,0,1,0,0,1,0
Honda,6.01,55000,682,46489,1496,1130,2016,19144,97,1,63800,0,0,0,0,0,0,1,1,0
Nissan,4.8,95000,1210,55089,1997,1626,2016,22509,106,2,67800,0,0,0,0,1,0,0,1,0
Nissan,7.71,6600,1210,35403,1997,1425,2018,23311,106,1,95800,0,0,0,0,1,0,0,1,0
Hyundai,3.57,158000,886,15988,1591,1264,2009,11406,89,3,22999,0,0,0,1,0,0,0,1,0
Toyota,8.27,113081,890,29485,1598,1195,2009,17853,80,3,50800,0,0,0,1,0,0,0,1,0
Audi,7.15,70000,5468,36888,4163,1565,2008,142498,309,6,172800,0,0,0,0,0,1,0,1,0
Mercedes-Benz,4.73,75000,1202,50089,1991,1680,2015,52959,155,1,120800,0,1,0,0,0,0,0,1,0
Toyota,7.6,158638,887,26047,1496,1200,2008,15989,81,1,53800,0,0,0,1,0,0,0,1,0
Subaru,7.54,140000,889,27571,1498,1325,2008,13863,79,4,49800,0,0,0,1,0,0,0,1,0
Mercedes-Benz,5.79,71000,740,50991,1595,1430,2017,28815,90,2,100800,0,1,0,0,0,0,0,1,0
Toyota,3.87,75000,742,67749,1598,1205,2015,19589,90,1,49800,0,0,0,1,0,0,0,1,0
Hummer,7.99,91000,4090,39563,3653,2231,2008,28987,180,6,110800,0,0,0,0,1,0,0,1,0
Honda,4.89,85223,682,47300,1496,1190,2015,20571,96,1,59800,0,0,0,0,1,0,0,1,0
Honda,3,148000,708,14920,1339,1010,2009,14611,73,3,22500,1,0,0,0,0,0,0,1,0
Audi,6.44,35000,624,57414,1395,1450,2017,32726,110,1,105800,0,1,0,0,0,0,0,1,0
Toyota,5.44,99000,1792,56410,2494,1475,2016,29570,133,2,76800,0,1,0,0,0,0,0,1,0
Honda,3.82,112000,708,16604,1339,1010,2010,15168,73,3,29800,1,0,0,0,0,0,0,1,0
Mercedes-Benz,5.52,49000,1202,53001,1991,1735,2016,43761,155,2,145800,0,0,0,0,1,0,0,1,0
Lexus,5.09,88000,1210,56000,1998,1620,2016,37505,180,2,98800,0,1,0,0,0,0,0,1,0
BMW,6.37,33421,684,49012,1499,1425,2017,33232,100,2,104800,0,1,0,0,0,0,0,1,0
Suzuki,2.82,129000,694,12763,1242,1000,2008,11111,66,4,20300,1,0,0,0,0,0,0,1,0
Infiniti,3.61,48000,1202,75289,1991,1644,2014,35433,155,2,68800,0,1,0,0,0,0,0,1,0
Hyundai,8.52,22000,600,33009,1353,1240,2019,17850,95,1,86800,1,0,0,0,0,0,0,1,0
Lamborghini,1.4,30728,5834,92700,5204,1500,2011,177938,405,3,278888,0,0,0,0,0,1,0,1,0
Hyundai,3.36,54700,238,46880,1591,1292,2014,13838,97,1,36888,0,0,0,1,0,0,0,1,0
Toyota,8.65,10000,1210,37705,1998,1695,2019,30808,170,1,137800,0,0,0,0,1,0,0,1,0
Mercedes-Benz,8.7,15211,740,35010,1595,1435,2019,28463,90,1,134800,0,0,0,0,1,0,0,1,0
Honda,5.01,80000,682,47020,1496,1130,2016,17591,97,1,52800,0,0,0,0,0,0,1,1,0
BMW,9.57,106000,4343,40714,3999,1675,2010,86751,309,3,158800,0,0,0,0,0,1,0,1,0
Nissan,2.21,155240,889,17099,1498,1110,2007,13631,80,2,16800,0,0,0,1,0,0,0,1,0
Toyota,2.89,116100,889,13088,1497,1095,2009,12104,80,3,22277,0,0,0,1,0,0,0,1,0
Mercedes-Benz,7.51,28054,1202,31302,1991,1615,2018,58787,155,1,190800,0,1,0,0,0,0,0,1,0
Hyundai,5.27,57700,738,51506,1591,1345,2016,12975,93,1,54800,0,0,0,1,0,0,0,1,0
Honda,1.9,104000,767,19328,1339,1040,2008,14433,60,2,15000,1,0,0,0,0,0,0,1,0
Volkswagen,4.49,45000,124,42200,1395,1249,2014,19251,90,2,53000,1,0,0,0,0,0,0,1,0
Honda,4.95,45917,1630,51010,2356,1855,2016,29616,129,1,85800,0,0,1,0,0,0,0,1,0
BMW,9.98,63732,1208,49716,1995,1390,2011,30911,100,2,74822,0,1,0,0,0,0,0,1,0
Volkswagen,5.98,48000,620,51106,1390,1417,2016,20867,90,2,67800,0,0,0,1,0,0,0,1,0
Mitsubishi,2.82,216790,821,12763,1499,1313,2009,18868,80,3,22800,0,0,0,1,0,0,0,1,0
Renault,7.3,27000,976,32551,1798,1430,2018,30800,205,2,136888,0,0,0,0,0,1,0,1,0
Volvo,6.3,65000,684,42902,1498,1454,2017,23530,90,1,73800,1,0,0,0,0,0,0,1,0
Toyota,1.9,140000,2129,20441,2362,1540,2008,28436,123,3,14518,0,1,0,0,0,0,0,1,0
Honda,7.06,25200,682,38941,1496,1190,2018,21863,96,1,73800,0,0,0,0,1,0,0,1,0
Hyundai,4.6,90000,738,45002,1591,1292,2015,15100,97,2,49800,0,0,0,1,0,0,0,1,0
Mercedes-Benz,4.68,43000,2382,54920,2996,1935,2015,96961,245,2,199800,0,1,0,0,0,0,0,1,0
Mercedes-Benz,7.61,55300,1202,31001,1991,1735,2018,44782,155,1,176000,0,0,0,0,1,0,0,1,0
Toyota,4.36,27800,742,57089,1598,1205,2015,17804,90,2,57000,0,0,0,1,0,0,0,1,0
Mercedes-Benz,9.45,3688,1202,40690,1991,1635,2020,58688,310,1,288000,0,0,0,0,0,1,0,1,0
BMW,9.32,144000,2598,34935,2979,1525,2010,60576,250,6,106800,0,0,0,0,0,1,0,1,0
BMW,2.48,110000,1210,79300,1997,1615,2013,50910,180,2,73888,0,1,0,0,0,0,0,1,0
Mercedes-Benz,5.46,51000,740,50000,1595,1395,2016,23345,90,1,81800,1,0,0,0,0,0,0,1,0
Toyota,5.07,185000,2457,48479,2362,1780,2006,32961,125,3,39800,0,0,1,0,0,0,0,1,0
Mitsubishi,6.97,29809,506,38510,1193,940,2018,13719,59,1,55588,0,0,0,1,0,0,0,1,0
Mitsubishi,3.24,190000,821,14664,1499,1313,2009,16879,80,5,43800,0,0,0,1,0,0,0,1,0
Subaru,7.01,55000,1208,37989,1995,1591,2018,13488,110,1,82000,0,0,0,0,1,0,0,1,0
Mercedes-Benz,3.04,103000,740,63190,1595,1425,2013,24674,90,2,47800,1,0,0,0,0,0,0,1,0
Hyundai,8.21,24068,738,32725,1591,1345,2019,14695,93,1,75888,0,0,0,1,0,0,0,1,0
Mazda,4.98,68000,1786,51010,2488,1568,2016,28718,141,1,75800,0,0,0,0,1,0,0,1,0
Toyota,1.15,130000,742,45799,1598,1195,2012,15101,90,2,20800,0,0,0,1,0,0,0,1,0
Mercedes-Benz,3.89,72000,1202,76612,1991,1655,2014,42793,135,1,86800,0,1,0,0,0,0,0,1,0
MINI,7.38,24000,684,31997,1499,1225,2018,25634,75,2,99800,1,0,0,0,0,0,0,1,0
Honda,5.08,80897,682,45504,1496,1190,2016,19752,96,3,55800,0,0,0,0,1,0,0,1,0
Toyota,2.36,139579,887,15142,1496,1200,2008,14949,81,5,19800,0,0,0,1,0,0,0,1,0
Kia,6.37,60155,738,42902,1591,1295,2017,15569,95,1,66500,0,0,0,1,0,0,0,1,0
Mercedes-Benz,2.61,148000,740,74991,1595,1485,2013,29525,115,3,52000,0,1,0,0,0,0,0,1,0
Honda,4.86,76177,682,46009,1496,1190,2016,20350,96,1,53800,0,0,0,0,1,0,0,1,0
Mercedes-Benz,3.02,82000,740,60002,1595,1430,2014,28669,90,2,62500,0,1,0,0,0,0,0,1,0
BMW,4.11,102432,2362,65501,2979,2030,2014,61676,225,2,128800,0,0,0,0,1,0,0,1,0
BMW,3.61,58000,2362,73990,2979,1470,2014,43993,240,3,115888,0,0,0,0,0,1,0,1,0
Toyota,7.22,182221,2129,34991,2362,1920,2008,36199,125,5,66800,0,0,1,0,0,0,0,1,0
Suzuki,2.36,130000,884,15142,1490,1060,2008,11994,74,5,16800,1,0,0,0,0,0,0,1,0
Honda,2.6,144518,889,13024,1497,1115,2008,23205,88,3,24500,1,0,0,0,0,0,0,1,0
Toyota,7.47,130000,2129,32121,2362,1710,2008,31627,125,3,59800,0,0,1,0,0,0,0,1,0
Honda,5.8,26000,78,33789,1317,1020,2016,14057,73,1,49800,1,0,0,0,0,0,0,1,0
Chevrolet,2.52,111000,814,13786,1399,1115,2008,10333,69,2,15800,0,0,0,1,0,0,0,0,1
Porsche,9.07,124888,3654,33568,3598,2105,2011,79435,220,3,128888,0,0,0,0,1,0,0,1,0
Nissan,6.36,35800,508,46778,1198,1048,2017,13758,58,1,52800,1,0,0,0,0,0,0,1,0
Kia,3.65,205000,886,16184,1591,1232,2009,15754,92,3,27000,0,0,0,0,0,1,0,1,0
Honda,7.02,20000,682,38830,1496,1130,2018,20887,97,1,71800,0,0,0,0,0,0,1,1,0
Lexus,2.42,116000,1792,80000,2494,1615,2013,35305,135,1,59500,0,1,0,0,0,0,0,1,0
Volkswagen,2.92,96000,1194,75010,1984,1535,2014,35736,155,2,68888,0,1,0,0,0,0,0,1,0
Porsche,8.62,14900,2380,38602,2995,1815,2019,108348,243,1,408800,0,0,0,0,0,1,0,1,0
Hyundai,7.34,46000,738,28457,1591,1345,2018,12515,93,2,67999,0,0,0,1,0,0,0,1,0
Honda,5.23,68000,682,53000,1496,1190,2016,20417,96,4,56800,0,0,0,0,1,0,0,1,0
BMW,8.19,26800,1210,52502,1998,1540,2019,43149,135,1,159800,0,1,0,0,0,0,0,1,0
Peugeot,5.56,67000,508,49751,1199,1150,2016,20820,96,1,54800,1,0,0,0,0,0,0,1,0
Toyota,8.47,14000,1210,39700,1998,1695,2019,30808,170,1,130800,0,0,0,0,1,0,0,1,0
Honda,1.11,180000,1694,26237,1998,1370,2007,19936,114,4,11000,0,1,0,0,0,0,0,1,0
Kia,8.41,7660,738,27000,1591,1287,2019,14651,93,1,79888,0,0,0,1,0,0,0,1,0
Honda,5.12,42804,682,52301,1496,1190,2015,19809,96,1,58800,0,0,0,0,1,0,0,1,0
